"","Verb","Tense","Person","Number","Data.point","Forms","Radical"
"367","Tenir","INF/PART",1,"sg","Dompierre","t(ə)nir",NA
"368","Tenir","INF/PART",2,"sg","Dompierre","tãɡy",NA
"369","Tenir","INF/PART",3,"sg","Dompierre","tãɡy",NA
"370","Tenir","INF/PART",1,"pl","Dompierre","tãɡyd",NA
"371","Tenir","INF/PART",2,"pl","Dompierre","tãɡyd(ɑ)",NA
"372","Tenir","INF/PART",3,"pl","Dompierre","ã t(ə)nã",NA
"373","Dire","INF/PART",1,"sg","Dompierre","dir",NA
"374","Dire","INF/PART",2,"sg","Dompierre","di",NA
"375","Dire","INF/PART",3,"sg","Dompierre","di",NA
"376","Dire","INF/PART",1,"pl","Dompierre","dit",NA
"377","Dire","INF/PART",2,"pl","Dompierre","dit(ɑ)",NA
"378","Dire","INF/PART",3,"pl","Dompierre","ã dizã",NA
"379","Croire","INF/PART",1,"sg","Dompierre","krer",NA
"380","Croire","INF/PART",2,"sg","Dompierre","kreɡy",NA
"381","Croire","INF/PART",3,"sg","Dompierre","kreɡy",NA
"382","Croire","INF/PART",1,"pl","Dompierre","kreɡyd",NA
"383","Croire","INF/PART",2,"pl","Dompierre","kreɡyd(ɑ)",NA
"384","Croire","INF/PART",3,"pl","Dompierre","ã krœzã",NA
"385","Prendre","INF/PART",1,"sg","Dompierre","prãd(r)",NA
"386","Prendre","INF/PART",2,"sg","Dompierre","pre",NA
"387","Prendre","INF/PART",3,"sg","Dompierre","pre",NA
"388","Prendre","INF/PART",1,"pl","Dompierre","prɛz",NA
"389","Prendre","INF/PART",2,"pl","Dompierre","prɛz(ɑ)",NA
"390","Prendre","INF/PART",3,"pl","Dompierre","ã prœnã",NA
"391","Voir","INF/PART",1,"sg","Dompierre","ver",NA
"392","Voir","INF/PART",2,"sg","Dompierre","veɡy",NA
"393","Voir","INF/PART",3,"sg","Dompierre","veɡy",NA
"394","Voir","INF/PART",1,"pl","Dompierre","veɡyd",NA
"395","Voir","INF/PART",2,"pl","Dompierre","veɡyd(ɑ)",NA
"396","Voir","INF/PART",3,"pl","Dompierre","ã v(ə)zã",NA
"397","Chanter","INF/PART",1,"sg","Bonnat","ʃãta",NA
"398","Chanter","INF/PART",2,"sg","Bonnat","ʃãta",NA
"399","Chanter","INF/PART",3,"sg","Bonnat","ʃãta",NA
"400","Chanter","INF/PART",1,"pl","Bonnat","ʃãtad",NA
"401","Chanter","INF/PART",2,"pl","Bonnat","ʃãtad(aj)",NA
"402","Chanter","INF/PART",3,"pl","Bonnat","ã ʃãtã",NA
"403","Lier","INF/PART",1,"sg","Bonnat","ja",NA
"404","Lier","INF/PART",2,"sg","Bonnat","ja",NA
"405","Lier","INF/PART",3,"sg","Bonnat","ja",NA
"406","Lier","INF/PART",1,"pl","Bonnat","jad",NA
"407","Lier","INF/PART",2,"pl","Bonnat","jad(aj)",NA
"408","Lier","INF/PART",3,"pl","Bonnat","ã jã",NA
"409","Couver","INF/PART",1,"sg","Bonnat","(Missing)",NA
"410","Couver","INF/PART",2,"sg","Bonnat","(Missing)",NA
"411","Couver","INF/PART",3,"sg","Bonnat","(Missing)",NA
"412","Couver","INF/PART",1,"pl","Bonnat","(Missing)",NA
"413","Couver","INF/PART",2,"pl","Bonnat","(Missing)",NA
"414","Couver","INF/PART",3,"pl","Bonnat","(Missing)",NA
"415","Acheter","INF/PART",1,"sg","Bonnat","aʃ(ə)ta",NA
"416","Acheter","INF/PART",2,"sg","Bonnat","aʃ(ə)ta",NA
"417","Acheter","INF/PART",3,"sg","Bonnat","aʃ(ə)ta",NA
"418","Acheter","INF/PART",1,"pl","Bonnat","aʃ(ə)tad",NA
"419","Acheter","INF/PART",2,"pl","Bonnat","aʃ(ə)tad(aj)",NA
"420","Acheter","INF/PART",3,"pl","Bonnat","ãaʃ(ə)tã",NA
"421","Aller","INF/PART",1,"sg","Bonnat","na",NA
"422","Aller","INF/PART",2,"sg","Bonnat","na",NA
"423","Aller","INF/PART",3,"sg","Bonnat","na",NA
"424","Aller","INF/PART",1,"pl","Bonnat","(Missing)",NA
"425","Aller","INF/PART",2,"pl","Bonnat","(Missing)",NA
"426","Aller","INF/PART",3,"pl","Bonnat","ã nã",NA
"427","Blanchir","INF/PART",1,"sg","Bonnat","bjãʃir",NA
"428","Blanchir","INF/PART",2,"sg","Bonnat","bjãʃi",NA
"429","Blanchir","INF/PART",3,"sg","Bonnat","bjãʃi",NA
"430","Blanchir","INF/PART",1,"pl","Bonnat","bjãʃid",NA
"431","Blanchir","INF/PART",2,"pl","Bonnat","bjãʃid(aj)",NA
"432","Blanchir","INF/PART",3,"pl","Bonnat","ã bjãʃisã",NA
"433","Couvrir","INF/PART",1,"sg","Bonnat","(Missing)",NA
"434","Couvrir","INF/PART",2,"sg","Bonnat","(Missing)",NA
"435","Couvrir","INF/PART",3,"sg","Bonnat","(Missing)",NA
"436","Couvrir","INF/PART",1,"pl","Bonnat","(Missing)",NA
"437","Couvrir","INF/PART",2,"pl","Bonnat","(Missing)",NA
"438","Couvrir","INF/PART",3,"pl","Bonnat","(Missing)",NA
"439","Partir","INF/PART",1,"sg","Bonnat","partir",NA
"440","Partir","INF/PART",2,"sg","Bonnat","parti",NA
"441","Partir","INF/PART",3,"sg","Bonnat","parti",NA
"442","Partir","INF/PART",1,"pl","Bonnat","partid",NA
"443","Partir","INF/PART",2,"pl","Bonnat","partid(aj)",NA
"444","Partir","INF/PART",3,"pl","Bonnat","ã partã",NA
"445","Vendre","INF/PART",1,"sg","Bonnat","vãdr",NA
"446","Vendre","INF/PART",2,"sg","Bonnat","vãdy",NA
"447","Vendre","INF/PART",3,"sg","Bonnat","vãdy",NA
"448","Vendre","INF/PART",1,"pl","Bonnat","vãdyd",NA
"449","Vendre","INF/PART",2,"pl","Bonnat","vãdyd(aj)",NA
"450","Vendre","INF/PART",3,"pl","Bonnat","ã vãdã",NA
"451","Avoir","INF/PART",1,"sg","Bonnat","avre",NA
"452","Avoir","INF/PART",2,"sg","Bonnat","adʒy",NA
"453","Avoir","INF/PART",3,"sg","Bonnat","adʒy",NA
"454","Avoir","INF/PART",1,"pl","Bonnat","adʒyd",NA
"455","Avoir","INF/PART",2,"pl","Bonnat","adʒyd(aj)",NA
"456","Avoir","INF/PART",3,"pl","Bonnat","ãejã",NA
"457","Être","INF/PART",1,"sg","Bonnat","et(r)",NA
"458","Être","INF/PART",2,"sg","Bonnat","eta",NA
"459","Être","INF/PART",3,"sg","Bonnat","eta",NA
"460","Être","INF/PART",1,"pl","Bonnat","(Missing)",NA
"461","Être","INF/PART",2,"pl","Bonnat","(Missing)",NA
"462","Être","INF/PART",3,"pl","Bonnat","ãetã",NA
"463","Pouvoir","INF/PART",1,"sg","Bonnat","pude",NA
"464","Pouvoir","INF/PART",2,"sg","Bonnat","pudʒy",NA
"465","Pouvoir","INF/PART",3,"sg","Bonnat","pudʒy",NA
"466","Pouvoir","INF/PART",1,"pl","Bonnat","(Missing)",NA
"467","Pouvoir","INF/PART",2,"pl","Bonnat","(Missing)",NA
"468","Pouvoir","INF/PART",3,"pl","Bonnat","ã pudã",NA
"469","Vouloir","INF/PART",1,"sg","Bonnat","vule",NA
"470","Vouloir","INF/PART",2,"sg","Bonnat","vudʒy",NA
"471","Vouloir","INF/PART",3,"sg","Bonnat","vudʒy",NA
"472","Vouloir","INF/PART",1,"pl","Bonnat","vudʒyd",NA
"473","Vouloir","INF/PART",2,"pl","Bonnat","vudʒyd(aj)",NA
"474","Vouloir","INF/PART",3,"pl","Bonnat","ã vudʒã",NA
"475","Savoir","INF/PART",1,"sg","Bonnat","savre",NA
"476","Savoir","INF/PART",2,"sg","Bonnat","soby",NA
"477","Savoir","INF/PART",3,"sg","Bonnat","soby",NA
"478","Savoir","INF/PART",1,"pl","Bonnat","sobyd",NA
"479","Savoir","INF/PART",2,"pl","Bonnat","sobyd(aj)",NA
"480","Savoir","INF/PART",3,"pl","Bonnat","ã saʃã",NA
"481","Devoir","INF/PART",1,"sg","Bonnat","dəvre",NA
"482","Devoir","INF/PART",2,"sg","Bonnat","dədʒy",NA
"483","Devoir","INF/PART",3,"sg","Bonnat","dədʒy",NA
"484","Devoir","INF/PART",1,"pl","Bonnat","dədʒyd",NA
"485","Devoir","INF/PART",2,"pl","Bonnat","dədʒyd(aj)",NA
"486","Devoir","INF/PART",3,"pl","Bonnat","ã dəvã",NA
"487","Faire","INF/PART",1,"sg","Bonnat","fɛr",NA
"488","Faire","INF/PART",2,"sg","Bonnat","fe",NA
"489","Faire","INF/PART",3,"sg","Bonnat","fe",NA
"490","Faire","INF/PART",1,"pl","Bonnat","fɛt",NA
"491","Faire","INF/PART",2,"pl","Bonnat","fɛt(aj)",NA
"492","Faire","INF/PART",3,"pl","Bonnat","ã fazã",NA
"493","Venir","INF/PART",1,"sg","Bonnat","v(ə)nir",NA
"494","Venir","INF/PART",2,"sg","Bonnat","vɛ̃dʒy",NA
"495","Venir","INF/PART",3,"sg","Bonnat","vɛ̃dʒy",NA
"496","Venir","INF/PART",1,"pl","Bonnat","vɛ̃dʒyd",NA
"497","Venir","INF/PART",2,"pl","Bonnat","vɛ̃dʒyd(aj)",NA
"498","Venir","INF/PART",3,"pl","Bonnat","ã v(ə)nã",NA
"499","Tenir","INF/PART",1,"sg","Bonnat","t(ə)nir",NA
"500","Tenir","INF/PART",2,"sg","Bonnat","tɛ̃dʒy",NA
"501","Tenir","INF/PART",3,"sg","Bonnat","tɛ̃dʒy",NA
"502","Tenir","INF/PART",1,"pl","Bonnat","tɛ̃dʒyd",NA
"503","Tenir","INF/PART",2,"pl","Bonnat","tɛ̃dʒyd(aj)",NA
"504","Tenir","INF/PART",3,"pl","Bonnat","ã t(ə)nã",NA
"505","Dire","INF/PART",1,"sg","Bonnat","dir",NA
"506","Dire","INF/PART",2,"sg","Bonnat","di",NA
"507","Dire","INF/PART",3,"sg","Bonnat","di",NA
"508","Dire","INF/PART",1,"pl","Bonnat","dit",NA
"509","Dire","INF/PART",2,"pl","Bonnat","dit(aj)",NA
"510","Dire","INF/PART",3,"pl","Bonnat","ã dizã",NA
"511","Croire","INF/PART",1,"sg","Bonnat","krer",NA
"512","Croire","INF/PART",2,"sg","Bonnat","kredʒy",NA
"513","Croire","INF/PART",3,"sg","Bonnat","kredʒy",NA
"514","Croire","INF/PART",1,"pl","Bonnat","kredʒyd",NA
"515","Croire","INF/PART",2,"pl","Bonnat","kredʒyd(aj)",NA
"516","Croire","INF/PART",3,"pl","Bonnat","ã kœrjã",NA
"517","Prendre","INF/PART",1,"sg","Bonnat","prɛ̃r",NA
"518","Prendre","INF/PART",2,"sg","Bonnat","pre",NA
"519","Prendre","INF/PART",3,"sg","Bonnat","pre",NA
"520","Prendre","INF/PART",1,"pl","Bonnat","prɛz",NA
"521","Prendre","INF/PART",2,"pl","Bonnat","prɛz(aj)",NA
"522","Prendre","INF/PART",3,"pl","Bonnat","ã pœrnã",NA
"523","Voir","INF/PART",1,"sg","Bonnat","ver",NA
"524","Voir","INF/PART",2,"sg","Bonnat","vø",NA
"525","Voir","INF/PART",3,"sg","Bonnat","vø",NA
"526","Voir","INF/PART",1,"pl","Bonnat","vøz",NA
"527","Voir","INF/PART",2,"pl","Bonnat","vøz(aj)",NA
"528","Voir","INF/PART",3,"pl","Bonnat","ã v(ə)zã",NA
"529","Chanter","INF/PART",1,"sg","Luchapt","ʃãta",NA
"530","Chanter","INF/PART",2,"sg","Luchapt","ʃãta",NA
"531","Chanter","INF/PART",3,"sg","Luchapt","ʃãtɑ",NA
"532","Chanter","INF/PART",1,"pl","Luchapt","ʃãtad",NA
"533","Chanter","INF/PART",2,"pl","Luchapt","ʃãtad(ɛ)",NA
"534","Chanter","INF/PART",3,"pl","Luchapt","ã ʃãtã",NA
"535","Lier","INF/PART",1,"sg","Luchapt","(Missing)",NA
"536","Lier","INF/PART",2,"sg","Luchapt","(Missing)",NA
"537","Lier","INF/PART",3,"sg","Luchapt","(Missing)",NA
"538","Lier","INF/PART",1,"pl","Luchapt","(Missing)",NA
"539","Lier","INF/PART",2,"pl","Luchapt","(Missing)",NA
"540","Lier","INF/PART",3,"pl","Luchapt","(Missing)",NA
"541","Couver","INF/PART",1,"sg","Luchapt","kwa",NA
"542","Couver","INF/PART",2,"sg","Luchapt","kwa",NA
"543","Couver","INF/PART",3,"sg","Luchapt","kwɑ",NA
"544","Couver","INF/PART",1,"pl","Luchapt","kwad",NA
"545","Couver","INF/PART",2,"pl","Luchapt","kwad(ɛ)",NA
"546","Couver","INF/PART",3,"pl","Luchapt","ã kwã",NA
"547","Acheter","INF/PART",1,"sg","Luchapt","aʃ(ə)ta",NA
"548","Acheter","INF/PART",2,"sg","Luchapt","aʃ(ə)ta",NA
"549","Acheter","INF/PART",3,"sg","Luchapt","aʃ(ə)tɑ",NA
"550","Acheter","INF/PART",1,"pl","Luchapt","aʃ(ə)tad",NA
"551","Acheter","INF/PART",2,"pl","Luchapt","aʃ(ə)tad(ɛ)",NA
"552","Acheter","INF/PART",3,"pl","Luchapt","ãaʃ(ə)tã",NA
"553","Aller","INF/PART",1,"sg","Luchapt","na",NA
"554","Aller","INF/PART",2,"sg","Luchapt","na",NA
"555","Aller","INF/PART",3,"sg","Luchapt","nɑ",NA
"556","Aller","INF/PART",1,"pl","Luchapt","nad",NA
"557","Aller","INF/PART",2,"pl","Luchapt","nad(ɛ)",NA
"558","Aller","INF/PART",3,"pl","Luchapt","ãanã",NA
"559","Blanchir","INF/PART",1,"sg","Luchapt","bjãʃir",NA
"560","Blanchir","INF/PART",2,"sg","Luchapt","bjãʃi",NA
"561","Blanchir","INF/PART",3,"sg","Luchapt","bjãʃi",NA
"562","Blanchir","INF/PART",1,"pl","Luchapt","bjãʃid",NA
"563","Blanchir","INF/PART",2,"pl","Luchapt","bjãʃid(ɛ)",NA
"564","Blanchir","INF/PART",3,"pl","Luchapt","ã bjãʃisã",NA
"565","Couvrir","INF/PART",1,"sg","Luchapt","(Missing)",NA
"566","Couvrir","INF/PART",2,"sg","Luchapt","(Missing)",NA
"567","Couvrir","INF/PART",3,"sg","Luchapt","(Missing)",NA
"568","Couvrir","INF/PART",1,"pl","Luchapt","(Missing)",NA
"569","Couvrir","INF/PART",2,"pl","Luchapt","(Missing)",NA
"570","Couvrir","INF/PART",3,"pl","Luchapt","(Missing)",NA
"571","Partir","INF/PART",1,"sg","Luchapt","(Missing)",NA
"572","Partir","INF/PART",2,"sg","Luchapt","(Missing)",NA
"573","Partir","INF/PART",3,"sg","Luchapt","(Missing)",NA
"574","Partir","INF/PART",1,"pl","Luchapt","(Missing)",NA
"575","Partir","INF/PART",2,"pl","Luchapt","(Missing)",NA
"576","Partir","INF/PART",3,"pl","Luchapt","(Missing)",NA
"577","Vendre","INF/PART",1,"sg","Luchapt","vãd(r)",NA
"578","Vendre","INF/PART",2,"sg","Luchapt","vãdy",NA
"579","Vendre","INF/PART",3,"sg","Luchapt","vãdy",NA
"580","Vendre","INF/PART",1,"pl","Luchapt","vãdyd",NA
"581","Vendre","INF/PART",2,"pl","Luchapt","vãdyd(ɛ)",NA
"582","Vendre","INF/PART",3,"pl","Luchapt","ã vãdã",NA
"583","Avoir","INF/PART",1,"sg","Luchapt","avɛr",NA
"584","Avoir","INF/PART",2,"sg","Luchapt","(a)ɡy",NA
"585","Avoir","INF/PART",3,"sg","Luchapt","(a)ɡy",NA
"586","Avoir","INF/PART",1,"pl","Luchapt","(a)ɡyd",NA
"587","Avoir","INF/PART",2,"pl","Luchapt","(a)ɡyd(ɛ)",NA
"588","Avoir","INF/PART",3,"pl","Luchapt","ãajã",NA
"589","Être","INF/PART",1,"sg","Luchapt","ɛt(r)",NA
"590","Être","INF/PART",2,"sg","Luchapt","eta",NA
"591","Être","INF/PART",3,"sg","Luchapt","etɑ",NA
"592","Être","INF/PART",1,"pl","Luchapt","(Missing)",NA
"593","Être","INF/PART",2,"pl","Luchapt","(Missing)",NA
"594","Être","INF/PART",3,"pl","Luchapt","ãetã",NA
"595","Pouvoir","INF/PART",1,"sg","Luchapt","pødɛr",NA
"596","Pouvoir","INF/PART",2,"sg","Luchapt","pøɡy",NA
"597","Pouvoir","INF/PART",3,"sg","Luchapt","pøɡy",NA
"598","Pouvoir","INF/PART",1,"pl","Luchapt","pøɡyd",NA
"599","Pouvoir","INF/PART",2,"pl","Luchapt","pøɡyd(ɛ)",NA
"600","Pouvoir","INF/PART",3,"pl","Luchapt","ã pødã",NA
"601","Vouloir","INF/PART",1,"sg","Luchapt","vɔlɛr",NA
"602","Vouloir","INF/PART",2,"sg","Luchapt","voɡy",NA
"603","Vouloir","INF/PART",3,"sg","Luchapt","voɡy",NA
"604","Vouloir","INF/PART",1,"pl","Luchapt","voɡyd",NA
"605","Vouloir","INF/PART",2,"pl","Luchapt","voɡyd(ɛ)",NA
"606","Vouloir","INF/PART",3,"pl","Luchapt","ã vɔlã",NA
"607","Savoir","INF/PART",1,"sg","Luchapt","savɛr",NA
"608","Savoir","INF/PART",2,"sg","Luchapt","saɡy",NA
"609","Savoir","INF/PART",3,"sg","Luchapt","saɡy",NA
"610","Savoir","INF/PART",1,"pl","Luchapt","saɡyd",NA
"611","Savoir","INF/PART",2,"pl","Luchapt","saɡyd(ɛ)",NA
"612","Savoir","INF/PART",3,"pl","Luchapt","ã saʃã",NA
"613","Devoir","INF/PART",1,"sg","Luchapt","dəvɛr",NA
"614","Devoir","INF/PART",2,"sg","Luchapt","dəɡy",NA
"615","Devoir","INF/PART",3,"sg","Luchapt","dəɡy",NA
"616","Devoir","INF/PART",1,"pl","Luchapt","dəɡyd",NA
"617","Devoir","INF/PART",2,"pl","Luchapt","dəɡyd(ɛ)",NA
"618","Devoir","INF/PART",3,"pl","Luchapt","ã dəvã",NA
"619","Faire","INF/PART",1,"sg","Luchapt","fɛr",NA
"620","Faire","INF/PART",2,"sg","Luchapt","fe",NA
"621","Faire","INF/PART",3,"sg","Luchapt","fe",NA
"622","Faire","INF/PART",1,"pl","Luchapt","fet",NA
"623","Faire","INF/PART",2,"pl","Luchapt","fet(ɛ)",NA
"624","Faire","INF/PART",3,"pl","Luchapt","ã fazã",NA
"625","Venir","INF/PART",1,"sg","Luchapt","v(ə)nir",NA
"626","Venir","INF/PART",2,"sg","Luchapt","vɛ̃ɡy",NA
"627","Venir","INF/PART",3,"sg","Luchapt","vɛ̃ɡy",NA
"628","Venir","INF/PART",1,"pl","Luchapt","vɛ̃ɡyd",NA
"629","Venir","INF/PART",2,"pl","Luchapt","vɛ̃ɡyd(ɛ)",NA
"630","Venir","INF/PART",3,"pl","Luchapt","ã v(ə)nã",NA
"631","Tenir","INF/PART",1,"sg","Luchapt","t(ə)nir",NA
"632","Tenir","INF/PART",2,"sg","Luchapt","tɛ̃ɡy",NA
"633","Tenir","INF/PART",3,"sg","Luchapt","tɛ̃ɡy",NA
"634","Tenir","INF/PART",1,"pl","Luchapt","tɛ̃ɡyd",NA
"635","Tenir","INF/PART",2,"pl","Luchapt","tɛ̃ɡyd(ɛ)",NA
"636","Tenir","INF/PART",3,"pl","Luchapt","ã t(ə)nã",NA
"637","Dire","INF/PART",1,"sg","Luchapt","dir",NA
"638","Dire","INF/PART",2,"sg","Luchapt","di",NA
"639","Dire","INF/PART",3,"sg","Luchapt","di",NA
"640","Dire","INF/PART",1,"pl","Luchapt","dit",NA
"641","Dire","INF/PART",2,"pl","Luchapt","dit(ɛ)",NA
"642","Dire","INF/PART",3,"pl","Luchapt","ã dizã",NA
"643","Croire","INF/PART",1,"sg","Luchapt","krer",NA
"644","Croire","INF/PART",2,"sg","Luchapt","kreɡy",NA
"645","Croire","INF/PART",3,"sg","Luchapt","kreɡy",NA
"646","Croire","INF/PART",1,"pl","Luchapt","kreɡyd",NA
"647","Croire","INF/PART",2,"pl","Luchapt","kreɡyd(ɛ)",NA
"648","Croire","INF/PART",3,"pl","Luchapt","ã krejã",NA
"649","Prendre","INF/PART",1,"sg","Luchapt","prãd(r)",NA
"650","Prendre","INF/PART",2,"sg","Luchapt","pre",NA
"651","Prendre","INF/PART",3,"sg","Luchapt","pre",NA
"652","Prendre","INF/PART",1,"pl","Luchapt","prɛz",NA
"653","Prendre","INF/PART",2,"pl","Luchapt","prɛz(ɛ)",NA
"654","Prendre","INF/PART",3,"pl","Luchapt","ã prœnã",NA
"655","Voir","INF/PART",1,"sg","Luchapt","ver",NA
"656","Voir","INF/PART",2,"sg","Luchapt","vy",NA
"657","Voir","INF/PART",3,"sg","Luchapt","vy",NA
"658","Voir","INF/PART",1,"pl","Luchapt","vyd",NA
"659","Voir","INF/PART",2,"pl","Luchapt","vyd",NA
"660","Voir","INF/PART",3,"pl","Luchapt","ã vejã",NA
"661","Chanter","INF/PART",1,"sg","La Châtre-Langlin","ʃãta",NA
"662","Chanter","INF/PART",2,"sg","La Châtre-Langlin","ʃãta",NA
"663","Chanter","INF/PART",3,"sg","La Châtre-Langlin","ʃãta",NA
"664","Chanter","INF/PART",1,"pl","La Châtre-Langlin","ʃãtad",NA
"665","Chanter","INF/PART",2,"pl","La Châtre-Langlin","ʃãtad",NA
"666","Chanter","INF/PART",3,"pl","La Châtre-Langlin","ã ʃãtɛ̃",NA
"667","Lier","INF/PART",1,"sg","La Châtre-Langlin","(Missing)",NA
"668","Lier","INF/PART",2,"sg","La Châtre-Langlin","(Missing)",NA
"669","Lier","INF/PART",3,"sg","La Châtre-Langlin","(Missing)",NA
"670","Lier","INF/PART",1,"pl","La Châtre-Langlin","(Missing)",NA
"671","Lier","INF/PART",2,"pl","La Châtre-Langlin","(Missing)",NA
"672","Lier","INF/PART",3,"pl","La Châtre-Langlin","(Missing)",NA
"673","Couver","INF/PART",1,"sg","La Châtre-Langlin","kwa",NA
"674","Couver","INF/PART",2,"sg","La Châtre-Langlin","kwa",NA
"675","Couver","INF/PART",3,"sg","La Châtre-Langlin","kwa",NA
"676","Couver","INF/PART",1,"pl","La Châtre-Langlin","kwad",NA
"677","Couver","INF/PART",2,"pl","La Châtre-Langlin","kwad",NA
"678","Couver","INF/PART",3,"pl","La Châtre-Langlin","ã kwɛ̃",NA
"679","Acheter","INF/PART",1,"sg","La Châtre-Langlin","aʃ(ə)ta",NA
"680","Acheter","INF/PART",2,"sg","La Châtre-Langlin","aʃ(ə)ta",NA
"681","Acheter","INF/PART",3,"sg","La Châtre-Langlin","aʃ(ə)ta",NA
"682","Acheter","INF/PART",1,"pl","La Châtre-Langlin","aʃ(ə)tad",NA
"683","Acheter","INF/PART",2,"pl","La Châtre-Langlin","aʃ(ə)tad",NA
"684","Acheter","INF/PART",3,"pl","La Châtre-Langlin","ãaʃ(ə)tɛ̃",NA
"685","Aller","INF/PART",1,"sg","La Châtre-Langlin","na",NA
"686","Aller","INF/PART",2,"sg","La Châtre-Langlin","na",NA
"687","Aller","INF/PART",3,"sg","La Châtre-Langlin","na",NA
"688","Aller","INF/PART",1,"pl","La Châtre-Langlin","nad",NA
"689","Aller","INF/PART",2,"pl","La Châtre-Langlin","nad",NA
"690","Aller","INF/PART",3,"pl","La Châtre-Langlin","ãalɛ̃",NA
"691","Blanchir","INF/PART",1,"sg","La Châtre-Langlin","blãʃir",NA
"692","Blanchir","INF/PART",2,"sg","La Châtre-Langlin","blãʃi",NA
"693","Blanchir","INF/PART",3,"sg","La Châtre-Langlin","blãʃi",NA
"694","Blanchir","INF/PART",1,"pl","La Châtre-Langlin","blãʃid",NA
"695","Blanchir","INF/PART",2,"pl","La Châtre-Langlin","blãʃid",NA
"696","Blanchir","INF/PART",3,"pl","La Châtre-Langlin","ã blãʃisɛ̃",NA
"697","Couvrir","INF/PART",1,"sg","La Châtre-Langlin","(Missing)",NA
"698","Couvrir","INF/PART",2,"sg","La Châtre-Langlin","(Missing)",NA
"699","Couvrir","INF/PART",3,"sg","La Châtre-Langlin","(Missing)",NA
"700","Couvrir","INF/PART",1,"pl","La Châtre-Langlin","(Missing)",NA
"701","Couvrir","INF/PART",2,"pl","La Châtre-Langlin","(Missing)",NA
"702","Couvrir","INF/PART",3,"pl","La Châtre-Langlin","(Missing)",NA
"703","Partir","INF/PART",1,"sg","La Châtre-Langlin","partir",NA
"704","Partir","INF/PART",2,"sg","La Châtre-Langlin","parti",NA
"705","Partir","INF/PART",3,"sg","La Châtre-Langlin","parti",NA
"706","Partir","INF/PART",1,"pl","La Châtre-Langlin","partid",NA
"707","Partir","INF/PART",2,"pl","La Châtre-Langlin","partid",NA
"708","Partir","INF/PART",3,"pl","La Châtre-Langlin","ã partɛ̃",NA
"709","Vendre","INF/PART",1,"sg","La Châtre-Langlin","vãd",NA
"710","Vendre","INF/PART",2,"sg","La Châtre-Langlin","vãdy",NA
"711","Vendre","INF/PART",3,"sg","La Châtre-Langlin","vãdy",NA
"712","Vendre","INF/PART",1,"pl","La Châtre-Langlin","vãdyd",NA
"713","Vendre","INF/PART",2,"pl","La Châtre-Langlin","vãdyd",NA
"714","Vendre","INF/PART",3,"pl","La Châtre-Langlin","ã vãdɛ̃",NA
"715","Avoir","INF/PART",1,"sg","La Châtre-Langlin","avɛr",NA
"716","Avoir","INF/PART",2,"sg","La Châtre-Langlin","oɡy",NA
"717","Avoir","INF/PART",3,"sg","La Châtre-Langlin","oɡy",NA
"718","Avoir","INF/PART",1,"pl","La Châtre-Langlin","oɡyd",NA
"719","Avoir","INF/PART",2,"pl","La Châtre-Langlin","oɡyd",NA
"720","Avoir","INF/PART",3,"pl","La Châtre-Langlin","ãejɛ̃",NA
"721","Être","INF/PART",1,"sg","La Châtre-Langlin","et",NA
"722","Être","INF/PART",2,"sg","La Châtre-Langlin","eta",NA
"723","Être","INF/PART",3,"sg","La Châtre-Langlin","eta",NA
"724","Être","INF/PART",1,"pl","La Châtre-Langlin","(Missing)",NA
"725","Être","INF/PART",2,"pl","La Châtre-Langlin","(Missing)",NA
"726","Être","INF/PART",3,"pl","La Châtre-Langlin","ãetɛ̃",NA
"727","Pouvoir","INF/PART",1,"sg","La Châtre-Langlin","pədɛr",NA
"728","Pouvoir","INF/PART",2,"sg","La Châtre-Langlin","poɡy",NA
"729","Pouvoir","INF/PART",3,"sg","La Châtre-Langlin","poɡy",NA
"730","Pouvoir","INF/PART",1,"pl","La Châtre-Langlin","(Missing)",NA
"731","Pouvoir","INF/PART",2,"pl","La Châtre-Langlin","(Missing)",NA
"732","Pouvoir","INF/PART",3,"pl","La Châtre-Langlin","ã pədɛ̃",NA
"733","Vouloir","INF/PART",1,"sg","La Châtre-Langlin","vulɛr",NA
"734","Vouloir","INF/PART",2,"sg","La Châtre-Langlin","voɡy",NA
"735","Vouloir","INF/PART",3,"sg","La Châtre-Langlin","voɡy",NA
"736","Vouloir","INF/PART",1,"pl","La Châtre-Langlin","voɡyd",NA
"737","Vouloir","INF/PART",2,"pl","La Châtre-Langlin","voɡyd",NA
"738","Vouloir","INF/PART",3,"pl","La Châtre-Langlin","ã v(ə)lɛ̃",NA
"739","Savoir","INF/PART",1,"sg","La Châtre-Langlin","savɛr",NA
"740","Savoir","INF/PART",2,"sg","La Châtre-Langlin","sɔɡy",NA
"741","Savoir","INF/PART",3,"sg","La Châtre-Langlin","sɔɡy",NA
"742","Savoir","INF/PART",1,"pl","La Châtre-Langlin","sɔɡyd",NA
"743","Savoir","INF/PART",2,"pl","La Châtre-Langlin","sɔɡyd",NA
"744","Savoir","INF/PART",3,"pl","La Châtre-Langlin","ã saʃɛ̃",NA
"745","Devoir","INF/PART",1,"sg","La Châtre-Langlin","dəvɛr",NA
"746","Devoir","INF/PART",2,"sg","La Châtre-Langlin","(Missing)",NA
"747","Devoir","INF/PART",3,"sg","La Châtre-Langlin","(Missing)",NA
"748","Devoir","INF/PART",1,"pl","La Châtre-Langlin","(Missing)",NA
